dataset_name,file_path,sentiment_value,emotional_category,speaker_id,gender,duration,duration_trimmed,split,renamed_file_path
CREMA-D,./dataset/CREMA-D/1083_TSI_SAD_XX.wav,-1,Sadness,1083,Male,2.47,2.47,train,./dataset/splitted/train/CREMA-D_1083_TSI_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1026_TAI_DIS_XX.wav,-1,Disgust,1026,Male,2.6,2.6,train,./dataset/splitted/train/CREMA-D_1026_TAI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1033_TAI_DIS_XX.wav,-1,Disgust,1033,Male,2.28,2.28,train,./dataset/splitted/train/CREMA-D_1033_TAI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1083_IEO_HAP_MD.wav,1,Happiness,1083,Male,2.57,2.57,train,./dataset/splitted/train/CREMA-D_1083_IEO_HAP_MD_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1017_TSI_DIS_XX.wav,-1,Disgust,1017,Male,2.54,2.54,train,./dataset/splitted/train/CREMA-D_1017_TSI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1002_TSI_DIS_XX.wav,-1,Disgust,1002,Female,2.77,2.77,train,./dataset/splitted/train/CREMA-D_1002_TSI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1091_TSI_FEA_XX.wav,-1,Fear,1091,Female,2.17,2.17,test,./dataset/splitted/test/CREMA-D_1091_TSI_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1024_IEO_DIS_MD.wav,-1,Disgust,1024,Female,2.74,2.74,train,./dataset/splitted/train/CREMA-D_1024_IEO_DIS_MD_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1069_IOM_FEA_XX.wav,-1,Fear,1069,Male,2.04,2.04,train,./dataset/splitted/train/CREMA-D_1069_IOM_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1084_TSI_FEA_XX.wav,-1,Fear,1084,Female,2.7,2.7,train,./dataset/splitted/train/CREMA-D_1084_TSI_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1031_IEO_DIS_MD.wav,-1,Disgust,1031,Male,2.27,2.27,train,./dataset/splitted/train/CREMA-D_1031_IEO_DIS_MD_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1048_IOM_HAP_XX.wav,1,Happiness,1048,Male,2.14,2.14,train,./dataset/splitted/train/CREMA-D_1048_IOM_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1070_IWL_DIS_XX.wav,-1,Disgust,1070,Male,3.2,3.2,train,./dataset/splitted/train/CREMA-D_1070_IWL_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1065_IWL_DIS_XX.wav,-1,Disgust,1065,Male,2.2,2.2,train,./dataset/splitted/train/CREMA-D_1065_IWL_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1035_IEO_DIS_HI.wav,-1,Disgust,1035,Male,2.8,2.8,train,./dataset/splitted/train/CREMA-D_1035_IEO_DIS_HI_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1020_IEO_DIS_HI.wav,-1,Disgust,1020,Female,3.04,3.04,train,./dataset/splitted/train/CREMA-D_1020_IEO_DIS_HI_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1029_MTI_ANG_XX.wav,-1,Anger,1029,Female,3.14,3.14,train,./dataset/splitted/train/CREMA-D_1029_MTI_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1081_TAI_HAP_XX.wav,1,Happiness,1081,Male,2.28,2.28,test,./dataset/splitted/test/CREMA-D_1081_TAI_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1051_ITH_SAD_XX.wav,-1,Sadness,1051,Male,2.44,2.44,train,./dataset/splitted/train/CREMA-D_1051_ITH_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1044_ITH_SAD_XX.wav,-1,Sadness,1044,Male,2.74,2.74,train,./dataset/splitted/train/CREMA-D_1044_ITH_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1042_IEO_NEU_XX.wav,0,Neutrality,1042,Male,1.94,1.94,train,./dataset/splitted/train/CREMA-D_1042_IEO_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1057_IEO_NEU_XX.wav,0,Neutrality,1057,Male,1.84,1.84,test,./dataset/splitted/test/CREMA-D_1057_IEO_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1060_TIE_NEU_XX.wav,0,Neutrality,1060,Female,3.5,3.5,train,./dataset/splitted/train/CREMA-D_1060_TIE_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1075_TIE_NEU_XX.wav,0,Neutrality,1075,Female,2.74,2.74,train,./dataset/splitted/train/CREMA-D_1075_TIE_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1022_TIE_ANG_XX.wav,-1,Anger,1022,Male,3.94,3.94,train,./dataset/splitted/train/CREMA-D_1022_TIE_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1037_TIE_ANG_XX.wav,-1,Anger,1037,Female,2.97,2.97,train,./dataset/splitted/train/CREMA-D_1037_TIE_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1077_ITH_HAP_XX.wav,1,Happiness,1077,Male,2.5,2.5,train,./dataset/splitted/train/CREMA-D_1077_ITH_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1046_DFA_DIS_XX.wav,-1,Disgust,1046,Female,2.17,2.17,train,./dataset/splitted/train/CREMA-D_1046_DFA_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1053_DFA_DIS_XX.wav,-1,Disgust,1053,Female,1.77,1.77,test,./dataset/splitted/test/CREMA-D_1053_DFA_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1062_ITH_HAP_XX.wav,1,Happiness,1062,Male,2.2,2.2,train,./dataset/splitted/train/CREMA-D_1062_ITH_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1056_ITH_FEA_XX.wav,-1,Fear,1056,Female,2.77,2.77,train,./dataset/splitted/train/CREMA-D_1056_ITH_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1049_IWW_NEU_XX.wav,0,Neutrality,1049,Female,2.2,2.2,train,./dataset/splitted/train/CREMA-D_1049_IWW_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1043_ITH_FEA_XX.wav,-1,Fear,1043,Female,2.44,2.44,train,./dataset/splitted/train/CREMA-D_1043_ITH_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1042_TIE_SAD_XX.wav,-1,Sadness,1042,Male,3.14,3.14,train,./dataset/splitted/train/CREMA-D_1042_TIE_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1053_WSI_DIS_XX.wav,-1,Disgust,1053,Female,2.77,2.77,test,./dataset/splitted/test/CREMA-D_1053_WSI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1057_TIE_SAD_XX.wav,-1,Sadness,1057,Male,3.37,3.37,test,./dataset/splitted/test/CREMA-D_1057_TIE_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1046_WSI_DIS_XX.wav,-1,Disgust,1046,Female,2.28,2.28,train,./dataset/splitted/train/CREMA-D_1046_WSI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1091_IEO_FEA_LO.wav,-1,Fear,1091,Female,2.5,2.5,test,./dataset/splitted/test/CREMA-D_1091_IEO_FEA_LO_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1084_IEO_FEA_LO.wav,-1,Fear,1084,Female,2.07,2.07,train,./dataset/splitted/train/CREMA-D_1084_IEO_FEA_LO_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1083_IEO_SAD_LO.wav,-1,Sadness,1083,Male,2.17,2.17,train,./dataset/splitted/train/CREMA-D_1083_IEO_SAD_LO_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1045_TIE_FEA_XX.wav,-1,Fear,1045,Male,2.84,2.84,train,./dataset/splitted/train/CREMA-D_1045_TIE_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1050_TIE_FEA_XX.wav,-1,Fear,1050,Male,2.47,2.47,test,./dataset/splitted/test/CREMA-D_1050_TIE_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1064_TIE_HAP_XX.wav,1,Happiness,1064,Male,3.84,3.84,train,./dataset/splitted/train/CREMA-D_1064_TIE_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1071_TIE_HAP_XX.wav,1,Happiness,1071,Male,2.74,2.74,train,./dataset/splitted/train/CREMA-D_1071_TIE_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1079_IWW_FEA_XX.wav,-1,Fear,1079,Female,2.47,2.47,train,./dataset/splitted/train/CREMA-D_1079_IWW_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1073_ITH_NEU_XX.wav,0,Neutrality,1073,Female,2.74,2.74,train,./dataset/splitted/train/CREMA-D_1073_ITH_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1066_ITH_NEU_XX.wav,0,Neutrality,1066,Male,1.97,1.97,train,./dataset/splitted/train/CREMA-D_1066_ITH_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1058_IWW_HAP_XX.wav,1,Happiness,1058,Female,1.94,1.94,train,./dataset/splitted/train/CREMA-D_1058_IWW_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1017_IEO_DIS_LO.wav,-1,Disgust,1017,Male,2.07,2.07,train,./dataset/splitted/train/CREMA-D_1017_IEO_DIS_LO_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1002_IEO_DIS_LO.wav,-1,Disgust,1002,Female,2.87,2.87,train,./dataset/splitted/train/CREMA-D_1002_IEO_DIS_LO_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1031_ITH_ANG_XX.wav,-1,Anger,1031,Male,2.7,2.7,train,./dataset/splitted/train/CREMA-D_1031_ITH_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1024_ITH_ANG_XX.wav,-1,Anger,1024,Female,2.74,2.74,train,./dataset/splitted/train/CREMA-D_1024_ITH_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1049_DFA_SAD_XX.wav,-1,Sadness,1049,Female,2.0,2.0,train,./dataset/splitted/train/CREMA-D_1049_DFA_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1029_WSI_ANG_XX.wav,-1,Anger,1029,Female,2.5,2.5,train,./dataset/splitted/train/CREMA-D_1029_WSI_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1090_IWW_ANG_XX.wav,-1,Anger,1090,Male,2.87,2.87,train,./dataset/splitted/train/CREMA-D_1090_IWW_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1085_IWW_ANG_XX.wav,-1,Anger,1085,Male,2.6,2.6,train,./dataset/splitted/train/CREMA-D_1085_IWW_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1078_IEO_ANG_LO.wav,-1,Anger,1078,Female,2.27,2.27,train,./dataset/splitted/train/CREMA-D_1078_IEO_ANG_LO_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1018_IEO_SAD_LO.wav,-1,Sadness,1018,Male,2.84,2.84,train,./dataset/splitted/train/CREMA-D_1018_IEO_SAD_LO_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1029_DFA_ANG_XX.wav,-1,Anger,1029,Female,2.2,2.2,train,./dataset/splitted/train/CREMA-D_1029_DFA_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1071_IWW_DIS_XX.wav,-1,Disgust,1071,Male,2.67,2.67,train,./dataset/splitted/train/CREMA-D_1071_IWW_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1064_IWW_DIS_XX.wav,-1,Disgust,1064,Male,3.84,3.84,train,./dataset/splitted/train/CREMA-D_1064_IWW_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1058_TIE_DIS_XX.wav,-1,Disgust,1058,Female,3.4,3.4,train,./dataset/splitted/train/CREMA-D_1058_TIE_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1049_WSI_SAD_XX.wav,-1,Sadness,1049,Female,2.77,2.77,train,./dataset/splitted/train/CREMA-D_1049_WSI_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1078_TSI_ANG_XX.wav,-1,Anger,1078,Female,2.17,2.17,train,./dataset/splitted/train/CREMA-D_1078_TSI_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1080_IOM_ANG_XX.wav,-1,Anger,1080,Male,2.74,2.74,train,./dataset/splitted/train/CREMA-D_1080_IOM_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1049_TAI_ANG_XX.wav,-1,Anger,1049,Female,2.64,2.64,train,./dataset/splitted/train/CREMA-D_1049_TAI_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1050_ITS_SAD_XX.wav,-1,Sadness,1050,Male,2.54,2.54,test,./dataset/splitted/test/CREMA-D_1050_ITS_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1045_ITS_SAD_XX.wav,-1,Sadness,1045,Male,2.34,2.34,train,./dataset/splitted/train/CREMA-D_1045_ITS_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1046_MTI_DIS_XX.wav,-1,Disgust,1046,Female,2.54,2.54,train,./dataset/splitted/train/CREMA-D_1046_MTI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1053_MTI_DIS_XX.wav,-1,Disgust,1053,Female,2.87,2.87,test,./dataset/splitted/test/CREMA-D_1053_MTI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1057_ITS_FEA_XX.wav,-1,Fear,1057,Male,2.5,2.5,test,./dataset/splitted/test/CREMA-D_1057_ITS_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1048_IWL_NEU_XX.wav,0,Neutrality,1048,Male,2.5,2.5,train,./dataset/splitted/train/CREMA-D_1048_IWL_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1042_ITS_FEA_XX.wav,-1,Fear,1042,Male,2.04,2.04,train,./dataset/splitted/train/CREMA-D_1042_ITS_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1076_ITS_HAP_XX.wav,1,Happiness,1076,Female,2.5,2.5,train,./dataset/splitted/train/CREMA-D_1076_ITS_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1063_ITS_HAP_XX.wav,1,Happiness,1063,Female,1.8,1.8,train,./dataset/splitted/train/CREMA-D_1063_ITS_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1028_IEO_FEA_HI.wav,-1,Fear,1028,Female,1.63,1.63,train,./dataset/splitted/train/CREMA-D_1028_IEO_FEA_HI_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1018_TSI_SAD_XX.wav,-1,Sadness,1018,Male,2.04,2.04,train,./dataset/splitted/train/CREMA-D_1018_TSI_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1009_IEO_HAP_HI.wav,1,Happiness,1009,Female,2.74,2.74,test,./dataset/splitted/test/CREMA-D_1009_IEO_HAP_HI_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1030_ITS_ANG_XX.wav,-1,Anger,1030,Female,2.34,2.34,train,./dataset/splitted/train/CREMA-D_1030_ITS_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1025_ITS_ANG_XX.wav,-1,Anger,1025,Female,2.1,2.1,train,./dataset/splitted/train/CREMA-D_1025_ITS_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1059_IWL_HAP_XX.wav,1,Happiness,1059,Male,2.3,2.3,train,./dataset/splitted/train/CREMA-D_1059_IWL_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1061_IOM_DIS_XX.wav,-1,Disgust,1061,Female,2.07,2.07,train,./dataset/splitted/train/CREMA-D_1061_IOM_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1074_IOM_DIS_XX.wav,-1,Disgust,1074,Female,2.77,2.77,train,./dataset/splitted/train/CREMA-D_1074_IOM_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1039_IEO_FEA_MD.wav,-1,Fear,1039,Male,2.2,2.2,train,./dataset/splitted/train/CREMA-D_1039_IEO_FEA_MD_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1078_IWL_FEA_XX.wav,-1,Fear,1078,Female,2.07,2.07,train,./dataset/splitted/train/CREMA-D_1078_IWL_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1029_TAI_SAD_XX.wav,-1,Sadness,1029,Female,2.34,2.34,train,./dataset/splitted/train/CREMA-D_1029_TAI_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1072_ITS_NEU_XX.wav,0,Neutrality,1072,Female,2.27,2.27,test,./dataset/splitted/test/CREMA-D_1072_ITS_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1018_IEO_HAP_MD.wav,1,Happiness,1018,Male,1.63,1.63,train,./dataset/splitted/train/CREMA-D_1018_IEO_HAP_MD_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1067_ITS_NEU_XX.wav,0,Neutrality,1067,Male,1.94,1.94,train,./dataset/splitted/train/CREMA-D_1067_ITS_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1087_TSI_ANG_XX.wav,-1,Anger,1087,Male,3.4,3.4,train,./dataset/splitted/train/CREMA-D_1087_TSI_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1028_IOM_NEU_XX.wav,0,Neutrality,1028,Female,2.04,2.04,train,./dataset/splitted/train/CREMA-D_1028_IOM_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1038_MTI_SAD_XX.wav,-1,Sadness,1038,Male,3.0,3.0,train,./dataset/splitted/train/CREMA-D_1038_MTI_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1089_ITS_HAP_XX.wav,1,Happiness,1089,Female,2.64,2.64,train,./dataset/splitted/train/CREMA-D_1089_ITS_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1014_IWL_DIS_XX.wav,-1,Disgust,1014,Male,3.94,3.94,train,./dataset/splitted/train/CREMA-D_1014_IWL_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1039_IOM_HAP_XX.wav,1,Happiness,1039,Male,2.4,2.4,train,./dataset/splitted/train/CREMA-D_1039_IOM_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1001_IWL_DIS_XX.wav,-1,Disgust,1001,Male,2.57,2.57,train,./dataset/splitted/train/CREMA-D_1001_IWL_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1040_IEO_DIS_MD.wav,-1,Disgust,1040,Male,2.14,2.14,train,./dataset/splitted/train/CREMA-D_1040_IEO_DIS_MD_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1018_IOM_FEA_XX.wav,-1,Fear,1018,Male,2.84,2.84,train,./dataset/splitted/train/CREMA-D_1018_IOM_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1055_IEO_DIS_MD.wav,-1,Disgust,1055,Female,2.6,2.6,train,./dataset/splitted/train/CREMA-D_1055_IEO_DIS_MD_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1058_MTI_ANG_XX.wav,-1,Anger,1058,Female,2.57,2.57,train,./dataset/splitted/train/CREMA-D_1058_MTI_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1051_IEO_DIS_HI.wav,-1,Disgust,1051,Male,1.84,1.84,train,./dataset/splitted/train/CREMA-D_1051_IEO_DIS_HI_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1044_IEO_DIS_HI.wav,-1,Disgust,1044,Male,2.84,2.84,train,./dataset/splitted/train/CREMA-D_1044_IEO_DIS_HI_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1080_IWL_SAD_XX.wav,-1,Sadness,1080,Male,3.0,3.0,train,./dataset/splitted/train/CREMA-D_1080_IWL_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1042_TAI_DIS_XX.wav,-1,Disgust,1042,Male,2.5,2.5,train,./dataset/splitted/train/CREMA-D_1042_TAI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1057_TAI_DIS_XX.wav,-1,Disgust,1057,Male,2.54,2.54,test,./dataset/splitted/test/CREMA-D_1057_TAI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1073_TSI_DIS_XX.wav,-1,Disgust,1073,Female,3.14,3.14,train,./dataset/splitted/train/CREMA-D_1073_TSI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1066_TSI_DIS_XX.wav,-1,Disgust,1066,Male,3.07,3.07,train,./dataset/splitted/train/CREMA-D_1066_TSI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1087_IWL_FEA_XX.wav,-1,Fear,1087,Male,3.0,3.0,train,./dataset/splitted/train/CREMA-D_1087_IWL_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1004_TIE_NEU_XX.wav,0,Neutrality,1004,Female,2.34,2.34,test,./dataset/splitted/test/CREMA-D_1004_TIE_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1011_TIE_NEU_XX.wav,0,Neutrality,1011,Male,2.28,2.28,train,./dataset/splitted/train/CREMA-D_1011_TIE_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1046_TIE_ANG_XX.wav,-1,Anger,1046,Female,2.28,2.28,train,./dataset/splitted/train/CREMA-D_1046_TIE_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1053_TIE_ANG_XX.wav,-1,Anger,1053,Female,3.04,3.04,test,./dataset/splitted/test/CREMA-D_1053_TIE_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1038_IWW_NEU_XX.wav,0,Neutrality,1038,Male,2.77,2.77,train,./dataset/splitted/train/CREMA-D_1038_IWW_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1032_ITH_FEA_XX.wav,-1,Fear,1032,Male,3.07,3.07,train,./dataset/splitted/train/CREMA-D_1032_ITH_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1027_ITH_FEA_XX.wav,-1,Fear,1027,Male,2.28,2.28,train,./dataset/splitted/train/CREMA-D_1027_ITH_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1022_DFA_DIS_XX.wav,-1,Disgust,1022,Male,2.6,2.6,train,./dataset/splitted/train/CREMA-D_1022_DFA_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1013_ITH_HAP_XX.wav,1,Happiness,1013,Female,2.6,2.6,train,./dataset/splitted/train/CREMA-D_1013_ITH_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1081_WSI_NEU_XX.wav,0,Neutrality,1081,Male,2.8,2.8,test,./dataset/splitted/test/CREMA-D_1081_WSI_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1006_ITH_HAP_XX.wav,1,Happiness,1006,Female,3.04,3.04,train,./dataset/splitted/train/CREMA-D_1006_ITH_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1037_DFA_DIS_XX.wav,-1,Disgust,1037,Female,2.28,2.28,train,./dataset/splitted/train/CREMA-D_1037_DFA_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1087_IEO_ANG_LO.wav,-1,Anger,1087,Male,3.0,3.0,train,./dataset/splitted/train/CREMA-D_1087_IEO_ANG_LO_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1085_DFA_HAP_XX.wav,1,Happiness,1085,Male,1.8,1.8,train,./dataset/splitted/train/CREMA-D_1085_DFA_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1090_DFA_HAP_XX.wav,1,Happiness,1090,Male,1.9,1.9,train,./dataset/splitted/train/CREMA-D_1090_DFA_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1035_ITH_SAD_XX.wav,-1,Sadness,1035,Male,2.77,2.77,train,./dataset/splitted/train/CREMA-D_1035_ITH_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1020_ITH_SAD_XX.wav,-1,Sadness,1020,Female,3.4,3.4,train,./dataset/splitted/train/CREMA-D_1020_ITH_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1026_IEO_NEU_XX.wav,0,Neutrality,1026,Male,2.04,2.04,train,./dataset/splitted/train/CREMA-D_1026_IEO_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1033_IEO_NEU_XX.wav,0,Neutrality,1033,Male,1.67,1.67,train,./dataset/splitted/train/CREMA-D_1033_IEO_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1015_TIE_HAP_XX.wav,1,Happiness,1015,Male,2.8,2.8,train,./dataset/splitted/train/CREMA-D_1015_TIE_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1021_TIE_FEA_XX.wav,-1,Fear,1021,Female,2.9,2.9,train,./dataset/splitted/train/CREMA-D_1021_TIE_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1034_TIE_FEA_XX.wav,-1,Fear,1034,Male,2.47,2.47,train,./dataset/splitted/train/CREMA-D_1034_TIE_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1029_IWW_HAP_XX.wav,1,Happiness,1029,Female,2.28,2.28,train,./dataset/splitted/train/CREMA-D_1029_IWW_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1090_WSI_HAP_XX.wav,1,Happiness,1090,Male,2.3,2.3,train,./dataset/splitted/train/CREMA-D_1090_WSI_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1017_ITH_NEU_XX.wav,0,Neutrality,1017,Male,2.2,2.2,train,./dataset/splitted/train/CREMA-D_1017_ITH_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1008_IWW_FEA_XX.wav,-1,Fear,1008,Female,2.7,2.7,train,./dataset/splitted/train/CREMA-D_1008_IWW_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1002_ITH_NEU_XX.wav,0,Neutrality,1002,Female,2.5,2.5,train,./dataset/splitted/train/CREMA-D_1002_ITH_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1085_WSI_HAP_XX.wav,1,Happiness,1085,Male,2.44,2.44,train,./dataset/splitted/train/CREMA-D_1085_WSI_HAP_XX_Happiness_1.wav
